C-86	"You are the only one I see, everywhere I cast a glance, my love"	" انتى الوحيدة التى أراها أمام عيني فى كل مكان يا حبيبتى "	B-F	" انت الوحيد الذي أراه أمام عيني فى كل مكان يا حبيبي "	
C-87	"You didn't have to." May I ask what that means?	" لم يكن لديك ل . " هل لي أن أسأل ماذا يعني ذلك ؟	B-B		
C-88	"You don't belong to this church, do you?" "No," I say.	، أنت لا تنتمي لهذه الكنيسة " أليس كذلك ؟ " قلت : كلا		HARD	More than one sentence
C-89	"You get the eggs, I'll get the yogurt, and we'll meet at the checkout counter."	" حصلت على البيض وسأحصل على الزبادي وسنتقابل طاولة الخروج "		HARD	سأحصل - سنتقابل
C-90	"You have given me a strange disease."	" منحتني مرضا غريبا "	B-B		
C-91	"You know I run a respectable house.	تعرف أنني أدير بيتا محترما	B-M	تعرفين أنني أدير بيتا محترما	
C-92	"You know what I mean?" one more time,	( أتعلمين ما أعني ) مرة أخرى	B-F	( أتعلم ما أعني ) مرة أخرى	
C-93	"You still exist somewhere in my life."	ما زلت موجود في مكان ما بحياتي	B-M	ما زلت موجودة في مكان ما بحياتي	
C-94	"You're my little butter-packet."	" أنت كيس الزبدة الخاص بي " ؟	B-B		
C-95	"Your path may be my nemesis.."	طريقك قد يكون نقمه	N-B	 	
C-96	"and I promise you I shall tell no-one	" وأنا أعدك أني لن أخبر أحدا . . .	B-B	 	
C-97	"and said, 'don't worry. Your secret's safe with me.	و قال ، لا تقلقي ، ان سرك بامان معي	M-F	و قالت ، لا تقلقي ، ان سرك بامان معي	
C-98	"if you don't shut up, I'm gonna come over there and I'm gonna shut you up."	ونظرت إلى عينه ، وقلت له " إذ لم تصمت ، سأتي إليك وسأجعلك تصمت "	B-M	ونظرت إلى عينه ، وقلت له " إذ لم تصمتي ، سأتي إليك وسأجعلك تصمتين "	
C-99	"perhaps I should've told you in person, "but there's no easy way to say good-bye forever.	ربما كان الأفضل أن أخبركم شخصيا " " لكن لا يوجد طريقة سهلة لأودعكم للأبد	B-M!	ربما كان الأفضل أن أخبركن شخصيا " " لكن لا يوجد طريقة سهلة لأودعكن للأبد	
C-100	"so I can look at those green eyes and kiss your perfect lips."	حتى يمكنني النظر لهذه العينين الخضراوتين واقبل شفتيك المثاليتين	B-B	 	
C-101	"sure, Dan, I'll sleep with you."	#بالتأكيد ( دان ) ، سأنام معك #	B-B	 	
C-102	"the sand between our toes, just you and me	" الرمال بين اقدامنا ، فقط أنت وأنا		HARD	اقدامنا-أنا
C-103	"you are my killer"	" انتى قاتلتى "	N-F	" انت قاتلت "	
C-104	#'Cause I'll tell you everything #	#لأنني سأخبرك كل شيء عن. .	B-B	 	
C-105	#And I'll know you love me #	حسنا أنا لست كالجميع ما الذي كان يمكنني فعله كان علي الاختيار	B-N		
C-106	#Do my best to keep you satisfied #	#أبذل ما بوسعي كي أبقيك راضيا #	B-M	#أبذل ما بوسعي كي أبقيك راضية #	
C-107	#I'll give you something you can believe in #	سأعطيك شيئا يمكن ان تثق به #	B-B		
C-108	#Just like you and I...will be	ففقط من هم مثلي ومثلي . . سيكونون	B-N		Bad translation
C-109	#Sorry, I cannot hear you, I'm kinda busy #	* آسفة لا أستطيع أن اسمعك ! انا مشغولة *	F-B	* آسف لا أستطيع أن اسمعك ! انا مشغول *	
C-110	% I've always adored you %	% دائما كنت أعشقك %	B-B		
C-111	 "you will see that I fought bravely at Verdun and at the Somme'	سترى أنني قاتلت بشجاعة ( في معركتي ( فردون ) و ( السوم	B-M	سترين أنني قاتلت بشجاعة ( في معركتي ( فردون ) و ( السوم	
C-112	 Yeah, I just want to come in and talk to you.	نعم ، اريد فقط الحديث معك	B-B		
C-113	Cause I always give them your number.	لأني دائما أعطيعهم رقمك	B-S		أعطيعهم
C-114	Cause I know you're his fairy godbitch.	لأنني أعرف أنك على علاقة طيبة مع ميتش	B-B		
C-115	Cause I missed you.	لأني أشتقت لك	B-B		
C-116	Cause I saw that video of yours and I saw one winner and 200 losers.	لأنني شاهدت شريطكي الفيديو هذا و شاهدت فوزا واحدا و 200 خسارة	B-F	لأنني شاهدت شريطك الفيديو هذا و شاهدت فوزا واحدا و 200 خسارة	
C-117	Cause if they're chasing after me, they won't be chasing after you.	لأنهم ان كانوا يطاردونني سوف لن يطاردوك	B-B	 	
C-118	Cause if you give me any trouble,	وان سببتي لي ايه مشكلة	B-F	وان سببت لي ايه مشكلة	
C-119	Cause that's my boyfriend in--in the shower, my hot, hot, naked boyfriend, and I... ho-how gay are you?	إذ أن هذا هو حبيبي في الحمام حبيبي العاري المثير المثير للغاية فكم مقدار مثليتك ؟	B-B	 	
C-120	Cause you cut me off and started chasing me, man!	! لأنكما قاطعتماني و بدأتما بملاحقتي ، يا رجل		HARD	
C-121	Cause you don't got my back.	لماذا يجب علي ان ادفع ؟	B-N	 	
C-122	Cause you got that crease between your eyebrows that tells me things most definitely are not.	لأنك حصلت على هذا تجعد بين حاجبيك أن يقول لي أشياء ليسوا بالتأكيد .	B-B	 	
C-123	Cause you have no one else to eat lunch with and neither do I.	لأنه ليس لديك أحد تأكلين معه ولا أنا أيضا	B-F	لأنه ليس لديك أحد تأكل معه ولا أنا أيضا	
C-124	Cause you shot first! No, I didn't. I didn't.	لأنك اطلقت أولا - كلا لم أفعل ذلك -		HARD	More than one sentence
C-125	Cause, you know, the Dre I fell in love with had so much swag that he would have trusted himself instead of turning his party over to some kid.	- لأن ( دري ) الذي وقعت في حبه كان يمتلك ما يكفي من السحر لكي يثق بذاته بدلا من الاعتماد على فتى ما لينظم حفله لأجله	B-N	 	
C-126	D'you hear me Alex? '	" هل تسمعني يا ( أليكس ) ؟ "	B-M	" هل تسمعيني يا ( أليكس ) ؟ "	
C-127	Fore I give you such a skat in the chacks!	بدلا من أن أعطيك ضربة في صدرك	B-B	 	
C-128	I know exactly what you did, and with whom.	أعلم تماما ما فعلتي و مع من	B-F	أعلم تماما ما فعلت و مع من	
C-129	I want you to get the full experience.' (groans)	اريدك ان تحصل على الخبرة الكاملة	B-M	اريدك ان تحصلي على الخبرة الكاملة	
C-130	My lips found yours..'	شفتاي لك	B-B	 	
C-131	Raghu' your friend called... and I have to shoot a music video here in 3 days	راغو " قام بمحادثتي " و لدي فيديو موسيقى لأصوره هنا لمدة 3 أيام	B-M	راغو " قامت بمحادثتي " و لدي فيديو موسيقى لأصوره هنا لمدة 3 أيام	
C-132	Should put a weevil in his bathroom. ' I've got something to show you.	يجب أن أضع أحد مخلوقات الويفيل في حمامه - لدي شئ أريدكم أن تروه -	B-M!	يجب أن أضع أحد مخلوقات الويفيل في حمامه - لدي شئ أريدكن أن ترنه -	
C-133	Sup? Monique. I like your style.	مونيك يعجبني ذوقك	B-B	 	
C-134	cause i loved you like a brother.	لأنني أحببتك كأخي	B-M	لأنني أحببتك كأختي	
C-135	( laughs) you got me. Yeah. You are good.	لقد فهمتني . .	B-B		
C-136	(Carol) I wish I had better news for you, Fernando, but this isn't the you're-getting-out meeting.	كنت أتمني أن أمتلك أخبار أحسن لك يا ( فيرناندو ) و لكن هذه ليست مقابلة لأخبرك بأنك ستخرج من هنا	B-M	كنت أتمني أن أمتلك أخبار أحسن لك يا ( فيرناندو ) و لكن هذه ليست مقابلة لأخبرك بأنك ستخرجين من هنا	
C-137	(Claps hands) You'll go when I damn well say you can go.	ستذهب حين أقول لك يمكنك الذهاب	B-M	ستذهبين حين أقول لك يمكنك الذهاب	
C-138	(DISTORTED) This is fucked up, do you hear me?	هذا لعين هل تسمعنى ؟	B-M	هذا لعين هل تسمعينى ؟	
C-139	(IN FRENCH) You know why I was so keen to have you with us?	أوتعلم لم كنت متحمسا لكونك معنا ؟		HARD	كنت - معنا
C-140	(LAUGHS) I wore my hair the way you like it.	لقد رتبت شعري كما تحبه .	B-M	لقد رتبت شعري كما تحبينه .	
C-141	(SOBBING) I will never embarrass you!	لن أحرجك مطلقا !	B-B		
C-142	(Sam) Any idea why I called you in?	أية أفكار عن سبب إتصالي ؟	B-N	 	
C-143	(Sherry) I know all about your relationship with Peter Kingsley.	أعرف علاقتك ببيتر كنجسلي	B-B	 	
C-144	(on phone) This is Logan. I need to talk to you.	- معك ( لوغان ) ، أود التحدث إليك " . "	B-B	 	
C-145	(sighs) I LOVE YOU. SAY IT LIKE YOU MEAN IT. I LOVE YOU.	لقد كان هذا آخر كيس في المنزل	N-N	 	
C-146	(sighs) This is the problem you needed my help with?	أهذه هي المشكلة التي احتجت مساعدتي بها ؟	B-B	 	
C-147	(vince) you know, I got some venison in the freezer.	أتعلم ، لدي بعض لحم الغزال في الثلاجة	B-M	أتعلمين ، لدي بعض لحم الغزال في الثلاجة	
C-148	* Except I think I've had enough * All right, big man. Let's see what you got.	حسنا ، أيها الفتي الكبير لنري ما لديك .	B-M	حسنا ، أيتها الفتاة الكبيرة لنري ما لديك .	
C-149	* I'm a flagpole to your nation, stand up * * all you lovers in the world * * stand up * * stand up and be counted every boy and every girl * * stand up, all you lovers in the world *	أنا سارية العلم بالنسبة لدولتك . . انهضوا كل المحبين في العالم		HARD	لدولتك - انهضوا
C-150	* Just as you write my number down	* كما أن تكتب رقم هاتفي أسفل	B-M	* كما أن تكتبي رقم هاتفي أسفل	
C-151	*I won't go breaking your heart.*	" أنا لن أكسر قلبك "	B-B	 	
C-152	- "Oodle-day"? - You know what I mean.	وأيضا ليست برحلة ركوب الطوافات النهرية وكأنهم يريدون منك أن تعتقدين ذلك في الإعلان	N-F	وأيضا ليست برحلة ركوب الطوافات النهرية وكأنهم يريدون منك أن تعتقد ذلك في الإعلان	
C-153	- $500 chips, sir. - You gave me $500 chips 'cause I'm black?	. رقائق 500 دولار ، يا سيد - أعطيتني رقائق 500 دولار بسبب أنني أسود ؟	M-M	. رقائق 500 دولار ، يا سيد - أعطيتني رقائق 500 دولار بسبب أنني سوداء ؟	
C-154	- 'Cause I can help you sell it. - You're not helping, Mel.	لاني س اساعدك - لن تساعديني -	B-S		س اساعدك
C-155	- 'Cause I know who you are, Todd. I know what you are, you piece of shit!	( لأني أعرف من تكون يا ( تود أعرف ماذا تكون	B-M	( لأني أعرف من تكونين يا ( تود أعرف ماذا تكونين	
C-156	- 'Cause you told me our relationship suffered from a lack of honesty.	قلت لي إن علاقتنا ينقصها الصدق		HARD	
C-157	- (both chuckle) WELL, YOU KNOW YOUR MOTHER AND I ARE MORE THAN HAPPY	حسنا ، أنت تعرف أمك وأنا اكثر من سعداء . . .		HARD	أنا-سعداء
C-158	- (monitor beeping steadily) - What are you giving me?	ماذا أعطيتني ؟	B-B	 	
C-159	- - You think I run? -	- أتعتقد أني سأهرب ؟	B-M	 أتعتقدين أني سأهرب ؟	
C-160	- ... I'm begging you to...	- أنا أتوسل إليك . . .	B-B	 	
C-161	- ...you know where to find me.	تعرف أين تجدني كاركانو !	B-M	تعرفين أين تجديني كاركانو !	
C-162	- A MASH outfit at the frontline. - No, I mean your hometown.	انا من وحدة ماش على الجبهة كلا ، قصدت من اي بلدة انت		HARD	More than one sentence
C-163	- Absolutely. I will. - Thank you.	بكل تأكيد سوف افعل شكرا لك	B-B	 	
C-164	- Actually, I thought, and Groo agreed that since you have to repaint the room anyway maybe you'd like a change, for a change.	في الحقيقة . . . أنا أعتقدت ، و ( جرو ) وافق أن غرفتك بنفس لونها . . . منذ أن سكنتها ، علي أي حال لربما تود أن تغير لونها ، للتغيير	B-B	 	
C-165	- Actually, I'm hiding out from my mother. - Your mother? Yeah.	في الحقيقة انا اختبئ من والدتي والدتك ؟		HARD	More than one sentence
C-166	- After everything I've done... - It's not that I don't trust you.	بعد كل ما فعلته - الأمر ليس وكأنني لا أثق بك -	B-B	 	
C-167	- Ah. - He said, "I want you to help this family, Tomas."	" ( وقال " اريدك أن تساعد هذه العائلة يا ( توماس	M-M	" ( وقال " اريدك أن تساعدي هذه العائلة يا ( توماس	
C-168	- Ahh. - Well, I think you should be proud that you got the duck healthy enough to go home.	أعتقد أنك يجب أن تشعر بالفخر	B-M	أعتقد أنك يجب أن تشعري بالفخر	
C-169	- Ain't no thing! - Are you kidding me?	كانت عملية سهلة	N-N	 	
C-170	- Alia, did you get my sms?	مرحبا عليا . هل قرأتي رسالتي القصيرة ؟	B-F	مرحبا عليا . هل قرأت رسالتي القصيرة ؟	
C-171	- All right, I'm off to see your dad.	- كل الحق ، وأنا خارج لرؤية والدك .	M-B	كل الحق ، وأنا خارجة لرؤية والدك .	
C-172	- All right, we'll see - I'm counting on you, thanks.	حسنا ، سنرى - أعتمد عليك ، شكرا -		HARD	سنرى - أعتمد 
C-173	- All right. I mean, if you don't care...	- أعنى ، اذا لم تهتم . . .	B-M	أعنى ، اذا لم تهتمين . . .	
C-174	- All the best. I know you'll rock.	أعرف بأنك سوف تنجحين	B-F	أعرف بأنك سوف تنجح	
C-175	- All you do is curse. - I do not.	كل كلامك شتائم	N-B	 	
C-176	- Amazing. I heard no one knew. - You knew.	رائع لقد سمعت ان لا احد يعرف انت تعلمين ؟	B-F	رائع لقد سمعت ان لا احد يعرف انت تعلم ؟	
C-177	- And I knew you'd be listening. - Yeah, well, what are friends for, right?	. وعرفت انكى مؤكد تستمعين - نعم ، ما فائدة الصداقة اذا ؟	B-F	. وعرفت انك مؤكد تستمع - نعم ، ما فائدة الصداقة اذا ؟	More than one sentence
C-178	- And I raised you better. - No, Dad.	. ولقد ربيتك لأن تكوني أفضل من ذلك - . كلا يا أبي -		HARD	More than one sentence
C-179	- And I will not let you do it.	- ولن أدعك تفعل ذلك	B-M	ولن أدعك تفعلين ذلك	
C-180	- And I'll see you tomorrow for that hot yoga class.	- وسأراك غدا من أجل صف اليوغا الحار . - صحيح .	B-B	 	
C-181	- And I'm not mad at you.	- وأنا لست غاضبا منك .	B-B	 	
C-182	- And do you know what I'm allergic to?	- وهل تعرف ما أنا حساسيه ؟	B-M	وهل تعرفين ما أنا حساسيه ؟	
C-183	- And i trust your judgment.	و انا اثق بحكمك	B-B	 	
C-184	- And if I let you see...	- واسمحوا لي إذا كنت ترى . . .		HARD	اسمحوا-كنت
C-185	- And maybe later you can... save a little piece of tail for me.	- حتى حدث هذا	N-N	 	
C-186	- And not till I get a promotion. - You fu... ing suits.	ولا حتى حينما أحصل على ترقية هذه سلطات أعلى	B-N	 	
C-187	- And now, may I introduce to you... - So is mine.	وكذلكأخباري . .	B-S	 	
C-188	- And you forgot me that quick?	- ونسيتني بهذه السرعة ؟	B-B	 	
C-189	- And you told the waiter before you ordered... - Yes. I have to.	وقد اخبرتي النادل قبل ان تطلبي - نعم توجب علي ذلك -		HARD	More than one sentence
C-190	- And you've been telling me how old we are.	- و أنت كنت تقولين أننا كبرنا	B!-F	و أنت كنت تقول أننا كبرنا	
C-191	- Anything I say, you'll do?	- تفعلين كل ما أطلبه ؟	B-F	تفعل كل ما أطلبه ؟	
C-192	- Anyway, I'm sorry that you took it so personally...	آسف أنك أخذتها على محمل شخصي	M-B	آسفة أنك أخذتها على محمل شخصي	
C-193	- Apologize and I'll beat you to death.	- إعتذرى و سأضربك حتى الموت	B-F	إعتذر و سأضربك حتى الموت	
C-194	- Are you calling me a liar?	هل تدعوني بالكذاب ؟	M-M	هل تدعوني بالكذابة ؟	
C-195	- Are you getting my wife into trouble?	- هل أقحمت زوجتي بمشكلة ؟	B-B	 	
C-196	- Are you going to kill yourself if I don't?	هل ستقتلين نفسك إذا لم أفعل ؟	B-F	هل ستقتل نفسك إذا لم أفعل ؟	
